observation_id,evaluated_session,symbol,contractSymbol,option_type,expiration,strike,spot,mid,bid,ask,T,days_to_expiry,r,q,rv_sigma,m_rv_sigma,rv_price,m_rv_price,in_set_b,b1_sigma,m_b1_sigma,b1_price,m_b1_price,european_iv,early_exercise_premium_fraction,tick,premium_exceeds_tick,year,maturity_bucket,moneyness_tercile
33fec5356ff63a9f3ea5cc6a0fcf04effc5041de8c0f53b2314ec16817b054f5,2020-10-23,AAPL,AAPL201106C00101000,call,2020-11-06,101.0,115.04,14.575,14.35,14.8,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,0.7092170569322843,31.15369651322446,15.425004878365002,False,,,,,0.5288378062419421,0.00039207398829998314,0.05,False,2020,<=30d,middle
a65408692ce5b10e0b7d82bfbd55016f758ff906e9064a163098ad98e81a08c6,2020-10-23,AAPL,AAPL201106C00104000,call,2020-11-06,104.0,115.04,11.95,11.85,12.05,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,0.6409184840183719,29.734995623164707,12.661763946041177,False,,,,,0.5171158383729906,0.0003676216966024196,0.05,False,2020,<=30d,middle
c2d332b9754d3dd1a86e58f2783aa82741146b8daaf37b4ac252150b0df4a413,2020-10-23,AAPL,AAPL201106C00106000,call,2020-11-06,106.0,115.04,10.275,10.2,10.35,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,0.6288523687121438,28.82386518414826,11.086338140574242,False,,,,,0.505422379964821,0.0003446215168233705,0.05,False,2020,<=30d,middle
c8655dfd01e2a0f662f72b8231cb4cc5615ba645a7819de5a17ed529845e5f17,2020-10-23,AAPL,AAPL201106C00110000,call,2020-11-06,110.0,115.04,7.4,7.35,7.45,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,0.6288523687121438,27.08199753285427,8.39585174920218,False,,,,,0.5059498789065306,0.0003042701866481698,0.05,False,2020,<=30d,low
f142fe52db224baee6b562defbe9e7920d77b812b433215434eac18f4c2f7e54,2020-10-23,AAPL,AAPL201106C00113000,call,2020-11-06,113.0,115.04,5.575,5.5,5.65,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,0.6288523687121438,25.84345307023985,6.67018266275322,False,,,,,0.50430343623897,0.00027596118937644673,0.05,False,2020,<=30d,low
d81b79e21648d2a22e269226c3604e55328dd744e46d6056918dc93745cbbf0f,2020-10-23,AAPL,AAPL201106C00115000,call,2020-11-06,115.0,115.04,4.525,4.5,4.55,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,0.6288523687121438,25.048881556047675,5.662086709899285,False,,,,,0.5022962294143585,0.0002695381278637893,0.05,False,2020,<=30d,low
43cfddd6f1de1ae4b386809cce9e77c3e6bd45efe2929b261de346a259312e56,2020-10-23,AAPL,AAPL201106C00117000,call,2020-11-06,117.0,115.04,3.625,3.55,3.7,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,0.6288523687121438,24.278472796646263,4.766106574056344,False,,,,,0.5014084195244168,0.00023865450630577225,0.05,False,2020,<=30d,low
fd3edd06be0b7018b1a744861b986df2d48919524fd11526f6785c83e276fc13,2020-10-23,AAPL,AAPL201106C00120000,call,2020-11-06,120.0,115.04,2.53,2.51,2.55,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,0.6288523687121438,23.16679219265856,3.623351667711356,False,,,,,0.5005344630815334,0.0002225181006423257,0.01,False,2020,<=30d,low
f4abb57e4ecac15d3631e24b6a2ea1b42d9a879b64487805768d66038b7ac36c,2020-10-23,AAPL,AAPL201106C00122000,call,2020-11-06,122.0,115.04,1.92,1.9,1.94,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,0.6288523687121438,22.45405337131639,2.9868774430281677,False,,,,,0.4956036932978757,0.00021019125460696825,0.01,False,2020,<=30d,middle
2806da543f601570b76119ba77f779924bc5ae9ced07a8a90e993cbf1f2c9019,2020-10-23,AAPL,AAPL201106C00124000,call,2020-11-06,124.0,115.04,1.48,1.46,1.5,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,0.6288523687121438,21.76330274100448,2.44200610699595,False,,,,,0.4985388843932932,0.00020231275250772308,0.01,False,2020,<=30d,middle
8b9726d782ca305a05081496155de7b8e52e1659c8f910d5b2a28231456b020a,2020-10-23,AAPL,AAPL201106C00129000,call,2020-11-06,129.0,115.04,0.745,0.74,0.75,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,0.6288523687121438,20.12866718501633,1.4247993856284762,False,,,,,0.5069031173105927,0.00017391919216320595,0.01,False,2020,<=30d,middle
c9ebc4fb1fbb5805a5f90412e1eef93d1d41fb33d59727039d36f97b4dd062bf,2020-10-23,AAPL,AAPL201106C00140000,call,2020-11-06,140.0,115.04,0.2299999999999999,0.22,0.24,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,0.686316615605698,16.95806905502308,0.5466272408600586,False,,,,,0.5726223328754327,0.00013709300783542436,0.01,False,2020,<=30d,high
2029620ca2ff31bd51785cc804bdd34baae849e7db8ced0c89fc7257556c919a,2020-10-23,AAPL,AAPL201106C00145000,call,2020-11-06,145.0,115.04,0.16,0.15,0.17,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,0.8629997578020144,15.69114284248256,0.8561471811362842,False,,,,,0.6131564297724281,0.0001330322930006428,0.01,False,2020,<=30d,high
68490fa2bf66f7f9a5bb0cc691320cd49a27e0689cb670093dac904b1e5f5a23,2020-10-23,AAPL,AAPL201106C00150000,call,2020-11-06,150.0,115.04,0.1149999999999999,0.11,0.12,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,1.1461532432649646,14.521950851225904,1.7134194514331496,False,,,,,0.6514748794994842,0.00012553459558395868,0.01,False,2020,<=30d,high
693e872ec8e40ee3708ce8508a0a9b2efbd5c49a743094e5abd3ec4c820e9881,2020-10-23,AAPL,AAPL201106P00095000,put,2020-11-06,95.0,115.04,0.26,0.25,0.27,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,0.886104259889061,14.17296207203312,1.2435724922997025,False,,,,,0.5956252354350131,0.0,0.01,False,2020,<=30d,high
7ee8e829483e3c41e23a86f0d975ce1d69087ec34f621987644b903fadbd4cd3,2020-10-23,AAPL,AAPL201106P00104000,put,2020-11-06,104.0,115.04,0.945,0.93,0.96,0.0384703196347031,14.041666666666666,0.000899595242836,0.0068682505399568,2.8183207877134175,0.6368522070469503,18.721788772780805,1.623404925342861,False,,,,,0.5186848133942146,0.0,0.01,False,2020,<=30d,middle
